number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
94,3.76,0.0,76.08887540317298,0.4462003211506578,113.78943672839506,97281262875.67969,103450.48918409063,702685.6304197658,32.01065779320987,46.33058135609568,53.698502877730206
95,3.8,0.0,75.90986976465862,0.4478665265424277,114.21398967978395,96359401771.14062,103333.10223994899,700751.5064125017,32.40890673225309,46.97665340470679,53.55615330668493
96,3.84,0.0,75.67075510706053,0.4508978907825453,114.98741512345678,95998791001.34375,103538.76771176321,701094.3350980324,33.497475405092594,48.45265866126543,53.43629172092121
97,3.88,0.0,75.34734609614725,0.4540760681209315,115.79808449074073,96273288979.09766,103777.60480923935,704400.4981611806,32.89941116898148,47.638575424382715,53.28631091133716
98,3.92,0.0,75.30204454135371,0.45000567828998417,114.76016541280865,95976106605.20703,103916.06018557152,703865.2909680139,32.29758777006173,46.832241753472225,53.10700284012297
99,3.96,0.0,75.14089558883013,0.4489064490009097,114.48033130787037,96464596687.26172,104121.30920597365,705516.4341435245,32.72724488811728,47.45704957561728,52.923936165104216
100,4.0,0.0,74.9060031008885,0.45322516470075386,115.58037856867284,96221375748.6836,104885.09362336382,706924.7119577604,32.53047839506173,47.13439332561728,52.616080408052476
101,4.04,0.0,74.72683547598274,0.4505832652452494,114.90883150077161,96967110545.77344,104648.86711240778,709114.9225303057,32.574375964506174,47.25884886188272,52.478449231423
102,4.08,0.0,74.48951023533935,0.4515257410815984,115.14896363811728,97052833858.59766,105076.57884518066,710088.5941295924,33.51025366512346,48.58429591049383,52.26527209209428
103,4.12,0.0,74.14521317419212,0.45692223675283083,116.5248297646605,98173880013.58984,105381.45218546077,713302.5715203177,32.96762345679012,47.715498649691355,51.97647595597869
104,4.16,0.0,73.87721324749921,0.45532821610966756,116.11779369212962,98785192297.41797,105880.07650550602,714514.7747554109,32.005199652777776,46.38482084297839,51.64693898864528
105,4.2,0.0,73.55622474633047,0.45553209109730997,116.16974537037036,99413995673.27344,106510.21372754063,717222.8360029971,32.706225405092596,47.398946277006175,51.30972078596258
106,4.24,0.0,73.13404524062977,0.4584506546081443,116.91295187114197,99204994300.38281,106826.52410297043,719983.0202710277,30.942590181327162,44.77971305941358,50.96457596697445
107,4.28,0.0,72.6097586043583,0.46177038782373364,117.75967930169753,99386344573.39062,107641.82903209416,722609.2648836478,31.43502411265432,45.5195613908179,50.48172087935736
108,4.32,0.0,72.30708366414372,0.46405780445067885,118.34291714891975,99940735950.1836,108042.34001055462,723616.957382245,30.30936149691358,43.794247926311726,50.01278185005513
109,4.36,0.0,71.78055643517636,0.47124926273161555,120.17620081018518,100760487693.20703,108750.53379309768,727544.703458599,32.02195264274691,46.3051138117284,49.7118397601054
110,4.4,0.0,71.59817564188835,0.46793709685538126,119.33281876929013,102686668558.75,109524.05292619143,731088.3210708359,30.768913483796297,44.470839361496914,49.32397823765441
111,4.44,0.0,71.34533795379693,0.46943386685635047,119.71438802083334,103812824272.86719,110374.77349919536,733675.3404451754,30.849877025462963,44.53546055169753,49.007805234963485
112,4.48,0.0,71.26253952544758,0.4715516173305137,120.25370852623456,104709952909.04688,110162.52320662978,737155.285883939,31.77436294367284,45.81868007330247,49.072667680125726
113,4.52,0.0,71.27890866077745,0.46673705840076596,119.02685812114197,107336968637.89844,110575.71116529968,742090.2358987944,29.816762635030866,43.04658420138889,49.039513080782136
